,model_hidden_channels,model_num_layers,model_activation,model_num_iters,model_epsilon,model_normalization,model_use_dissipation,model_use_forcing,model_fix_resistance,model_in_channels,model_out_channels,data_path,model,model_instance,ckpt_path,epochs,verbose,early_stopping,conf_id,seed,m,distance,debug,root,parallelism,batch,ncpus,ngpus,mean_train_loss,std_train_loss,mean_val_loss,std_val_loss,mean_test_loss,std_test_loss
1076,64,1,tanh,100,0.01,,False,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id269_seed200.pt,2000,True,100,sonar_269,200,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0023368111,0.00199112869260856,0.0029170073,0.0016984028367161249,0.0029170073,0.0016984028367161249
432,64,1,tanh,50,0.05,sym,False,True,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id108_seed100.pt,2000,True,100,sonar_108,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0024137279089,0.001614222653028111,0.003027335768275,0.002020131251387558,0.003027335768325,0.0020201312512876865
464,64,1,tanh,50,0.05,rw,False,True,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id116_seed100.pt,2000,True,100,sonar_116,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0024404727697000003,0.0016423441281883174,0.0030626190699750006,0.002047695339348202,0.0030626190700750004,0.002047695339148899
363,64,1,tanh,50,0.1,rw,True,False,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id91_seed100.pt,2000,True,100,sonar_91,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.00305426356025,0.0035165511775829142,0.00310094886,0.003549400346402865,0.00310094885625,0.0035494003507614406
998,64,1,tanh,100,0.05,sym,True,False,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id250_seed100.pt,2000,True,100,sonar_250,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.002986606438625,0.0034283049315483004,0.0031065846915000004,0.003562768204824331,0.0031065846942500003,0.003562768201669795
1012,64,1,tanh,100,0.05,sym,False,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id253_seed200.pt,2000,True,100,sonar_253,200,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0033488235745,0.003907872612782572,0.003333298148,0.0038308322265891027,0.00333329815,0.0038308322243569993
959,64,1,tanh,100,0.05,,True,True,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id240_seed200.pt,2000,True,100,sonar_240,200,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.003528981775,0.003501147080724671,0.0033468273674999998,0.003170611690000769,0.0033468274149999998,0.00317061163693741
1005,64,1,tanh,100,0.05,sym,False,True,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id252_seed100.pt,2000,True,100,sonar_252,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0031767519329999995,0.003928432114794121,0.003383744954,0.004101373467710367,0.0033837449434999996,0.004101373479167546
379,64,1,tanh,50,0.1,rw,False,False,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id95_seed100.pt,2000,True,100,sonar_95,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0033419249839999996,0.002676957175715423,0.0035345664324999996,0.002940036384395909,0.0035345664334999996,0.002940036382808363
1144,64,1,tanh,100,0.01,rw,False,False,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id286_seed100.pt,2000,True,100,sonar_286,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0033906507765,0.0038322621390195527,0.0035354286655,0.003985497811305966,0.003535428666,0.003985497810430472
475,64,1,tanh,50,0.05,rw,False,False,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id119_seed300.pt,2000,True,100,sonar_119,300,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.00310307676675,0.0021054274871535688,0.00356812810625,0.0023923277854414698,0.00356812810875,0.0023923277804820606
308,64,1,tanh,50,0.1,,False,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id77_seed100.pt,2000,True,100,sonar_77,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0036986489500000002,0.0025295841161087403,0.0035699496224999997,0.0023238860845627833,0.00356994974,0.0023238861048396316
444,64,1,tanh,50,0.05,sym,False,False,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id111_seed300.pt,2000,True,100,sonar_111,300,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0036021993785000004,0.004333084054854209,0.00363223690575,0.004322021254873791,0.0036322369027500002,0.004322021258184061
247,64,1,tanh,50,0.2,sym,False,False,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id62_seed400.pt,2000,True,100,sonar_62,400,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.003472072975,0.002388843941705388,0.0038561270875000003,0.002514279860331049,0.0038561274750000003,0.0025142797245072653
352,64,1,tanh,50,0.1,rw,True,True,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id88_seed100.pt,2000,True,100,sonar_88,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0039512757296,0.004630412368671167,0.003951812956825,0.004623565785618724,0.00395181296205,0.004623565779676243
292,64,1,tanh,50,0.1,,True,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id73_seed100.pt,2000,True,100,sonar_73,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.00384280304,0.0028514505901781687,0.0039747960285,0.002804245495229854,0.0039747960249999995,0.0028042455016688422
1015,64,1,tanh,100,0.05,sym,False,False,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id254_seed300.pt,2000,True,100,sonar_254,300,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0037087778325,0.0023376833558834036,0.004003769705,0.002533974697713789,0.0040037697375,0.0025339746327420276
883,64,1,tanh,100,0.1,,False,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id221_seed100.pt,2000,True,100,sonar_221,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.004168921525,0.0036974258202931666,0.0040596146,0.003212754968940855,0.00405961285,0.0032127568387517436
267,64,1,tanh,50,0.2,rw,True,False,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id67_seed100.pt,2000,True,100,sonar_67,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.004123858595,0.0038577422627335935,0.0041061698425,0.003966078370235719,0.004106170825,0.003966077360932139
548,64,1,tanh,50,0.01,rw,True,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id137_seed100.pt,2000,True,100,sonar_137,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0032942484,0.0015231037040500603,0.004154268375000001,0.0013619892306438364,0.004154268375000001,0.0013619892306438364
1032,64,1,tanh,100,0.05,rw,True,False,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id258_seed100.pt,2000,True,100,sonar_258,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.00412424251925,0.002829178300500928,0.004328156361125,0.0029504713798260925,0.00432815636,0.00295047138201923
320,64,1,tanh,50,0.1,sym,True,True,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id80_seed100.pt,2000,True,100,sonar_80,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0043036372607500005,0.004963647441579832,0.004343516514325,0.0050034817921648395,0.00434351651425,0.005003481792246128
532,64,1,tanh,50,0.01,sym,False,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id133_seed100.pt,2000,True,100,sonar_133,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0038528359859999997,0.005474338606622546,0.004348287376500001,0.005141998619532862,0.004348287376500001,0.005141998619532862
244,64,1,tanh,50,0.2,sym,False,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id61_seed100.pt,2000,True,100,sonar_61,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.004288279192499999,0.00300479935363481,0.00446319755,0.002925549346741272,0.004463197225,0.002925549771875247
904,64,1,tanh,100,0.1,sym,True,False,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id226_seed200.pt,2000,True,100,sonar_226,200,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.004747257625,0.004971100860483199,0.0046240314325,0.004805662292082021,0.0046240314075,0.0048056623224860505
288,64,1,tanh,50,0.1,,True,True,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id72_seed100.pt,2000,True,100,sonar_72,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0042642770750000005,0.0021493576058658915,0.004666494825,0.0022503213964613546,0.004666494825,0.0022503213964613546
284,64,1,tanh,50,0.2,rw,False,False,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id71_seed400.pt,2000,True,100,sonar_71,400,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0048782072999999995,0.004208828474955669,0.00470448055,0.0036687968158601956,0.00470448065,0.0036687967121730096
964,64,1,tanh,100,0.05,,True,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id241_seed100.pt,2000,True,100,sonar_241,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0045611112499999995,0.0025864203170743068,0.00471575105,0.0023354324181898553,0.00471575105,0.0023354324181898553
232,64,1,tanh,50,0.2,sym,True,False,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id58_seed100.pt,2000,True,100,sonar_58,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0046780766125,0.004591594418507236,0.0047712355925,0.004559600170888514,0.004771236159999999,0.0045595995408023145
928,64,1,tanh,100,0.1,rw,True,True,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id232_seed200.pt,2000,True,100,sonar_232,200,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.004783646752500001,0.005255416916892036,0.00477936204,0.0051151574756307955,0.00477936212,0.005115157384306065
896,64,1,tanh,100,0.1,sym,True,True,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id224_seed100.pt,2000,True,100,sonar_224,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0052494314525,0.006052721666400468,0.0049214711475,0.005651174473028313,0.0049214710975,0.005651174529529749
331,64,1,tanh,50,0.1,sym,True,False,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id83_seed200.pt,2000,True,100,sonar_83,200,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0048092258499999995,0.0033231690818236277,0.00500554582625,0.0034075398236264438,0.0050055458335,0.0034075398096592444
272,64,1,tanh,50,0.2,rw,False,True,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id68_seed100.pt,2000,True,100,sonar_68,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0058266686075,0.00636974025638477,0.00502521391,0.005132763564434337,0.005025214070000001,0.00513276338856288
1044,64,1,tanh,100,0.05,rw,False,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id261_seed100.pt,2000,True,100,sonar_261,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.005726349296,0.006872213900310214,0.00512396243,0.006515993159091384,0.0051239624370000006,0.006515993151781017
224,64,1,tanh,50,0.2,sym,True,True,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id56_seed100.pt,2000,True,100,sonar_56,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.005484052535,0.0061845582159084905,0.005410591514999999,0.005987599740872514,0.0054105914849999995,0.005987599775954003
996,64,1,tanh,100,0.05,sym,True,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id249_seed200.pt,2000,True,100,sonar_249,200,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.00577047078025,0.003843111165066077,0.0054715975944999995,0.0036775033181754525,0.005471597595625,0.003677503315947196
1020,64,1,tanh,100,0.05,sym,False,False,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id255_seed100.pt,2000,True,100,sonar_255,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0054018745875,0.005021053087481109,0.0054993476250000005,0.004969068843612577,0.005499347535,0.0049690689004055055
950,64,1,tanh,100,0.1,rw,False,False,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id238_seed400.pt,2000,True,100,sonar_238,400,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0057456405,0.004924095392506357,0.0058504311,0.004783273969498246,0.005850430925,0.004783274129833686
304,64,1,tanh,50,0.1,,False,True,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id76_seed300.pt,2000,True,100,sonar_76,300,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0054371046250000004,0.0013223225021101678,0.005877175750000001,0.0011827067910274705,0.005877175750000001,0.0011827067910274705
1026,64,1,tanh,100,0.05,rw,True,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id257_seed100.pt,2000,True,100,sonar_257,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0059992455315000005,0.0041349978053965095,0.005946601122500001,0.0040969453784259315,0.005946601123750001,0.004096945376045739
368,64,1,tanh,50,0.1,rw,False,True,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id92_seed100.pt,2000,True,100,sonar_92,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0062085966105,0.004590708539486436,0.00613872076175,0.004459905329388799,0.00613872076625,0.004459905321152458
1024,64,1,tanh,100,0.05,rw,True,True,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id256_seed100.pt,2000,True,100,sonar_256,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.00616206354875,0.004501262892750737,0.006209311549,0.004488405263692933,0.0062093115465,0.004488405268296059
1095,64,1,tanh,100,0.01,sym,True,False,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id274_seed200.pt,2000,True,100,sonar_274,200,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0063232708535000005,0.007690957540703592,0.006268445785,0.0075678197627993445,0.0062684457875,0.007567819760068519
196,64,1,tanh,50,0.2,,True,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id49_seed100.pt,2000,True,100,sonar_49,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.006502113049999999,0.004223956095677228,0.00633278985,0.003921910513729509,0.0063327896,0.003921910964353383
1146,64,1,tanh,100,0.01,rw,False,False,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id287_seed100.pt,2000,True,100,sonar_287,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.006387121050000001,0.005977731726619056,0.0063785971625,0.005909729961300501,0.006378597175,0.005909729945647662
280,64,1,tanh,50,0.2,rw,False,False,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id70_seed100.pt,2000,True,100,sonar_70,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.00735524035,0.003996716780223349,0.0069113322250000005,0.003701185975153147,0.006911332124999999,0.003701186170819364
975,64,1,tanh,100,0.05,,False,True,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id244_seed100.pt,2000,True,100,sonar_244,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.00706293409,0.006073934440141364,0.00710934987,0.006073667876045373,0.0071093498925,0.006073667843107986
900,64,1,tanh,100,0.1,sym,True,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id225_seed200.pt,2000,True,100,sonar_225,200,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.007305288325000001,0.00392754049412004,0.00711474845,0.003864577042580043,0.007114748325,0.0038645770860949442
235,64,1,tanh,50,0.2,sym,True,False,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id59_seed100.pt,2000,True,100,sonar_59,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.007525255,0.0038113733045824836,0.0072264537,0.0036782190405373577,0.0072264536,0.003678219240244874
932,64,1,tanh,100,0.1,rw,True,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id233_seed100.pt,2000,True,100,sonar_233,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0080961088375,0.01016881848333031,0.007367778029999999,0.00953215640416186,0.0073677780575000015,0.009532156376891143
867,64,1,tanh,100,0.1,,True,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id217_seed100.pt,2000,True,100,sonar_217,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0075677556900000005,0.008605872727652961,0.007434266085,0.008470614730100511,0.0074342659924999995,0.008470614819320375
511,64,1,tanh,50,0.01,sym,True,True,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id128_seed100.pt,2000,True,100,sonar_128,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.006981820212,0.00891690625791393,0.00746582466625,0.008663006941035166,0.0074658246665,0.008663006940748279
1004,64,1,tanh,100,0.05,sym,True,False,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id251_seed100.pt,2000,True,100,sonar_251,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.00769017637625,0.007020937275230759,0.0076458608625,0.006914335428434422,0.0076458608625,0.006914335428434422
484,64,1,tanh,50,0.01,,True,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id121_seed100.pt,2000,True,100,sonar_121,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.007320755375,0.01274877453716656,0.0076608611875,0.012767036492209578,0.007660861125,0.012767036537491696
258,64,1,tanh,50,0.2,rw,True,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id65_seed100.pt,2000,True,100,sonar_65,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0082781317925,0.005447628155173342,0.007680986365000001,0.005081154691768014,0.007680986377500001,0.005081154667337313
322,64,1,tanh,50,0.1,sym,True,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id81_seed100.pt,2000,True,100,sonar_81,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.007944115872625,0.007472673718636601,0.0078632055085,0.007296240496544911,0.00786320551,0.007296240494392341
